NUMBER	CURRENT	MARKER_NUMBER	MISSING_DATA	METHOD	MEAN	SE	MIN	MAX	MEDIAN	QUANTILE25	QUANTILE75	SE_MIN	SE_MAX
50	NOR	6000	no.imputation	THL	70.8	2.6	56	88	72	68	72	68.2	73.4
50	NOR	7000	no.imputation	THL	70.8	2.15	60	84	70	68	75	68.65	72.95
50	NOR	8000	no.imputation	THL	72	1.69	60	80	72	72	75	70.31	73.69
50	NOR	9000	no.imputation	THL	74.4	2	60	80	76	73	79	72.4	76.4
50	NOR	10156	no.imputation	THL	75.2	2.05	64	84	76	72	80	73.15	77.25
50	SOU	100	no.imputation	THL	50.22	2.32	36	60	48	48	56	47.9	52.54
50	SOU	200	no.imputation	THL	56.8	3.14	40	72	56	52	60	53.66	59.94
50	SOU	500	no.imputation	THL	62.8	2.24	52	72	64	58	68	60.56	65.04
50	SOU	1000	no.imputation	THL	68	1.69	60	76	68	65	72	66.31	69.69
50	SOU	2000	no.imputation	THL	71.6	1.63	64	80	72	69	75	69.97	73.23
50	SOU	3000	no.imputation	THL	72.8	2.29	60	84	72	72	78	70.51	75.09
50	SOU	4000	no.imputation	THL	76.8	1.44	68	84	76	76	80	75.36	78.24
50	SOU	5000	no.imputation	THL	76.8	1.87	64	84	76	76	80	74.93	78.67
50	SOU	6000	no.imputation	THL	76	2.46	60	88	76	76	79	73.54	78.46
50	SOU	7000	no.imputation	THL	78	2	68	88	78	73	83	76	80
50	SOU	8000	no.imputation	THL	79.2	1.87	68	88	80	77	83	77.33	81.07
50	SOU	9000	no.imputation	THL	78.4	2.17	68	88	78	73	83	76.23	80.57
50	SOU	10156	no.imputation	THL	77.2	1.98	68	88	78	72	80	75.22	79.18
50	OVERALL	100	no.imputation	THL	51.77	1.55	50.22	53.33	51.77	51	52.55	50.22	53.32
50	OVERALL	200	no.imputation	THL	57.8	1	56.8	58.8	57.8	57.3	58.3	56.8	58.8
50	OVERALL	500	no.imputation	THL	62.6	0.2	62.4	62.8	62.6	62.5	62.7	62.4	62.8
50	OVERALL	1000	no.imputation	THL	65	3	62	68	65	63.5	66.5	62	68
50	OVERALL	2000	no.imputation	THL	71.2	0.4	70.8	71.6	71.2	71	71.4	70.8	71.6
50	OVERALL	3000	no.imputation	THL	70.2	2.6	67.6	72.8	70.2	68.9	71.5	67.6	72.8
50	OVERALL	4000	no.imputation	THL	73.8	3	70.8	76.8	73.8	72.3	75.3	70.8	76.8
50	OVERALL	5000	no.imputation	THL	74	2.8	71.2	76.8	74	72.6	75.4	71.2	76.8
50	OVERALL	6000	no.imputation	THL	73.4	2.6	70.8	76	73.4	72.1	74.7	70.8	76
50	OVERALL	7000	no.imputation	THL	74.4	3.6	70.8	78	74.4	72.6	76.2	70.8	78
50	OVERALL	8000	no.imputation	THL	75.6	3.6	72	79.2	75.6	73.8	77.4	72	79.2
50	OVERALL	9000	no.imputation	THL	76.4	2	74.4	78.4	76.4	75.4	77.4	74.4	78.4
50	OVERALL	10156	no.imputation	THL	76.2	1	75.2	77.2	76.2	75.7	76.7	75.2	77.2
50	NOR	100	no.imputation	THL	54.8	2.15	44	64	56	49	59	52.65	56.95
50	NOR	200	no.imputation	THL	55.2	2.59	40	72	54	52	59	52.61	57.79
50	NOR	500	no.imputation	THL	57.2	1.79	48	64	56	53	63	55.41	58.99
50	NOR	1000	no.imputation	THL	63.2	2.72	52	80	64	56	67	60.48	65.92
50	NOR	2000	no.imputation	THL	68.44	2.53	60	84	68	64	72	65.91	70.97
50	NOR	3000	no.imputation	THL	67.56	2.05	60	80	68	64	68	65.51	69.61
50	NOR	4000	no.imputation	THL	75.6	2.76	64	92	78	69	80	72.84	78.36
50	NOR	5000	no.imputation	THL	74.8	3.04	60	88	76	66	83	71.76	77.84
50	NOR	6000	no.imputation	THL	76.4	2.27	68	88	74	72	83	74.13	78.67
50	NOR	7000	no.imputation	THL	77.6	2.25	64	88	78	73	83	75.35	79.85
50	NOR	8000	no.imputation	THL	79.2	2.72	64	92	80	74	80	76.48	81.92
50	NOR	9000	no.imputation	THL	80.8	2.13	72	96	80	76	84	78.67	82.93
50	NOR	10156	no.imputation	THL	83.6	1.93	72	92	84	81	88	81.67	85.53
50	SOU	100	no.imputation	THL	64	2.39	52	76	64	58	68	61.61	66.39
50	SOU	200	no.imputation	THL	67.2	1.87	60	76	68	61	72	65.33	69.07
50	SOU	500	no.imputation	THL	72.8	2.22	60	84	72	69	78	70.58	75.02
50	SOU	1000	no.imputation	THL	79.6	2.19	68	92	78	76	83	77.41	81.79
50	SOU	2000	no.imputation	THL	80.44	2.15	72	92	80	76	84	78.29	82.59
50	SOU	3000	no.imputation	THL	84	1.89	76	92	84	80	88	82.11	85.89
50	SOU	4000	no.imputation	THL	84.8	1.77	76	92	86	80	88	83.03	86.57
50	SOU	5000	no.imputation	THL	85.6	2.47	68	96	86	84	91	83.13	88.07
50	SOU	6000	no.imputation	THL	86	1.81	76	96	86	84	88	84.19	87.81
50	SOU	7000	no.imputation	THL	86.4	1.81	80	96	86	81	91	84.59	88.21
50	SOU	8000	no.imputation	THL	87.2	2.05	80	100	88	81	91	85.15	89.25
50	SOU	9000	no.imputation	THL	87.6	1.51	80	96	88	84	91	86.09	89.11
50	SOU	10156	no.imputation	THL	85.2	1.69	76	92	86	81	88	83.51	86.89
50	OVERALL	100	no.imputation	THL	59.4	4.6	54.8	64	59.4	57.1	61.7	54.8	64
50	OVERALL	200	no.imputation	THL	61.2	6	55.2	67.2	61.2	58.2	64.2	55.2	67.2
50	OVERALL	500	no.imputation	THL	65	7.8	57.2	72.8	65	61.1	68.9	57.2	72.8
50	OVERALL	1000	no.imputation	THL	71.4	8.2	63.2	79.6	71.4	67.3	75.5	63.2	79.6
50	OVERALL	2000	no.imputation	THL	74.44	6	68.44	80.44	74.44	71.44	77.44	68.44	80.44
50	OVERALL	3000	no.imputation	THL	75.78	8.22	67.56	84	75.78	71.67	79.89	67.56	84
50	OVERALL	4000	no.imputation	THL	80.2	4.6	75.6	84.8	80.2	77.9	82.5	75.6	84.8
50	OVERALL	5000	no.imputation	THL	80.2	5.4	74.8	85.6	80.2	77.5	82.9	74.8	85.6
50	OVERALL	6000	no.imputation	THL	81.2	4.8	76.4	86	81.2	78.8	83.6	76.4	86
50	OVERALL	7000	no.imputation	THL	82	4.4	77.6	86.4	82	79.8	84.2	77.6	86.4
50	OVERALL	8000	no.imputation	THL	83.2	4	79.2	87.2	83.2	81.2	85.2	79.2	87.2
50	OVERALL	9000	no.imputation	THL	84.2	3.4	80.8	87.6	84.2	82.5	85.9	80.8	87.6
50	OVERALL	10156	no.imputation	THL	84.4	0.8	83.6	85.2	84.4	84	84.8	83.6	85.2
50	NOR	100	no.imputation	THL	57.6	2.25	44	68	58	53	63	55.35	59.85
50	NOR	200	no.imputation	THL	60.4	2.63	48	76	60	54	64	57.77	63.03
50	NOR	500	no.imputation	THL	59.6	2.02	48	72	60	56	63	57.58	61.62
50	NOR	1000	no.imputation	THL	54.4	2.61	36	64	56	52	59	51.79	57.01
50	NOR	2000	no.imputation	THL	55.6	1.93	44	64	56	52	59	53.67	57.53
50	NOR	3000	no.imputation	THL	59.11	1.98	52	72	56	56	60	57.13	61.09
50	NOR	4000	no.imputation	THL	57.6	2.47	48	72	58	52	63	55.13	60.07
50	NOR	5000	no.imputation	THL	62.8	2.6	48	72	64	58	68	60.2	65.4
50	NOR	6000	no.imputation	THL	65.2	1.69	52	72	66	64	68	63.51	66.89
50	NOR	7000	no.imputation	THL	67.2	0.8	64	72	68	65	68	66.4	68
50	NOR	8000	no.imputation	THL	66.8	1.47	60	72	68	64	71	65.33	68.27
50	NOR	9000	no.imputation	THL	65.2	1.69	56	72	68	64	68	63.51	66.89
50	NOR	10156	no.imputation	THL	62.4	1.71	52	72	62	60	64	60.69	64.11
50	SOU	100	no.imputation	THL	63.6	2.49	48	76	66	60	68	61.11	66.09
50	SOU	200	no.imputation	THL	64.4	2.34	52	76	66	60	68	62.06	66.74
50	SOU	500	no.imputation	THL	71.2	1.55	64	76	72	68	76	69.65	72.75
50	SOU	1000	no.imputation	THL	68.8	2.37	56	80	68	64	72	66.43	71.17
50	SOU	2000	no.imputation	THL	73.6	2.93	60	84	76	66	80	70.67	76.53
50	SOU	3000	no.imputation	THL	72	1.89	64	80	72	68	76	70.11	73.89
50	SOU	4000	no.imputation	THL	76	2.07	64	84	76	73	80	73.93	78.07
50	SOU	5000	no.imputation	THL	77.2	2.74	60	92	78	76	80	74.46	79.94
50	SOU	6000	no.imputation	THL	80.8	2.22	72	92	80	77	83	78.58	83.02
50	SOU	7000	no.imputation	THL	81.6	2.32	68	88	84	77	88	79.28	83.92
50	SOU	8000	no.imputation	THL	82	2.17	72	92	84	77	87	79.83	84.17
50	SOU	9000	no.imputation	THL	79.6	2.27	68	92	80	74	84	77.33	81.87
50	SOU	10156	no.imputation	THL	82.8	1.2	80	92	82	80	84	81.6	84
50	OVERALL	100	no.imputation	THL	60.6	3	57.6	63.6	60.6	59.1	62.1	57.6	63.6
50	OVERALL	200	no.imputation	THL	62.4	2	60.4	64.4	62.4	61.4	63.4	60.4	64.4
50	OVERALL	500	no.imputation	THL	65.4	5.8	59.6	71.2	65.4	62.5	68.3	59.6	71.2
50	OVERALL	1000	no.imputation	THL	61.6	7.2	54.4	68.8	61.6	58	65.2	54.4	68.8
50	OVERALL	2000	no.imputation	THL	64.6	9	55.6	73.6	64.6	60.1	69.1	55.6	73.6
50	OVERALL	3000	no.imputation	THL	65.56	6.45	59.11	72	65.56	62.33	68.78	59.11	72.01
50	OVERALL	4000	no.imputation	THL	66.8	9.2	57.6	76	66.8	62.2	71.4	57.6	76
50	OVERALL	5000	no.imputation	THL	70	7.2	62.8	77.2	70	66.4	73.6	62.8	77.2
50	OVERALL	6000	no.imputation	THL	73	7.8	65.2	80.8	73	69.1	76.9	65.2	80.8
50	OVERALL	7000	no.imputation	THL	74.4	7.2	67.2	81.6	74.4	70.8	78	67.2	81.6
50	OVERALL	8000	no.imputation	THL	74.4	7.6	66.8	82	74.4	70.6	78.2	66.8	82
50	OVERALL	9000	no.imputation	THL	72.4	7.2	65.2	79.6	72.4	68.8	76	65.2	79.6
50	OVERALL	10156	no.imputation	THL	72.6	10.2	62.4	82.8	72.6	67.5	77.7	62.4	82.8
50	NOR	100	no.imputation	THL	57.2	2.15	48	68	56	53	63	55.05	59.35
50	NOR	200	no.imputation	THL	58	3	44	76	56	53	63	55	61
50	NOR	500	no.imputation	THL	57.2	2.07	48	68	56	52	63	55.13	59.27
50	NOR	1000	no.imputation	THL	56	1.89	48	64	56	52	60	54.11	57.89
50	NOR	2000	no.imputation	THL	58	1.07	52	64	58	56	60	56.93	59.07
50	NOR	3000	no.imputation	THL	60.89	1.74	52	68	60	60	64	59.15	62.63
50	NOR	4000	no.imputation	THL	62.8	1.79	52	72	64	61	64	61.01	64.59
50	NOR	5000	no.imputation	THL	60.8	2.44	44	68	62	60	67	58.36	63.24
50	NOR	6000	no.imputation	THL	60.8	2.37	52	72	60	54	64	58.43	63.17
50	NOR	7000	no.imputation	THL	63.6	1.73	56	72	64	60	68	61.87	65.33
50	NOR	8000	no.imputation	THL	65.6	1.9	56	72	68	60	71	63.7	67.5
50	NOR	9000	no.imputation	THL	65.6	2.25	52	76	66	61	71	63.35	67.85
50	NOR	10156	no.imputation	THL	72	1.98	64	84	70	68	75	70.02	73.98
50	SOU	100	no.imputation	THL	59.2	3.09	48	76	60	50	63	56.11	62.29
50	SOU	200	no.imputation	THL	62	0.89	56	64	64	60	64	61.11	62.89
50	SOU	500	no.imputation	THL	60	1.69	52	68	60	57	64	58.31	61.69
50	SOU	1000	no.imputation	THL	65.78	1.9	56	72	64	64	72	63.88	67.68
50	SOU	2000	no.imputation	THL	74.8	2.31	64	88	74	69	80	72.49	77.11
50	SOU	3000	no.imputation	THL	81.33	1.49	72	88	80	80	84	79.84	82.82
50	SOU	4000	no.imputation	THL	83.6	2.19	72	96	84	80	88	81.41	85.79
50	SOU	5000	no.imputation	THL	84	1.58	76	92	84	80	88	82.42	85.58
50	SOU	6000	no.imputation	THL	86.8	1.2	80	92	88	84	88	85.6	88
50	SOU	7000	no.imputation	THL	86.8	1.2	80	92	88	84	88	85.6	88
50	SOU	8000	no.imputation	THL	88.8	1.67	80	96	88	85	92	87.13	90.47
50	SOU	9000	no.imputation	THL	88.8	1.77	80	96	90	84	92	87.03	90.57
50	SOU	10156	no.imputation	THL	87.2	1.44	80	92	88	85	91	85.76	88.64
50	OVERALL	100	no.imputation	THL	58.2	1	57.2	59.2	58.2	57.7	58.7	57.2	59.2
50	OVERALL	200	no.imputation	THL	60	2	58	62	60	59	61	58	62
50	OVERALL	500	no.imputation	THL	58.6	1.4	57.2	60	58.6	57.9	59.3	57.2	60
50	OVERALL	1000	no.imputation	THL	60.89	4.89	56	65.78	60.89	58.45	63.34	56	65.78
50	OVERALL	2000	no.imputation	THL	66.4	8.4	58	74.8	66.4	62.2	70.6	58	74.8
50	OVERALL	3000	no.imputation	THL	71.11	10.22	60.89	81.33	71.11	66	76.22	60.89	81.33
50	OVERALL	4000	no.imputation	THL	73.2	10.4	62.8	83.6	73.2	68	78.4	62.8	83.6
50	OVERALL	5000	no.imputation	THL	72.4	11.6	60.8	84	72.4	66.6	78.2	60.8	84
50	OVERALL	6000	no.imputation	THL	73.8	13	60.8	86.8	73.8	67.3	80.3	60.8	86.8
50	OVERALL	7000	no.imputation	THL	75.2	11.6	63.6	86.8	75.2	69.4	81	63.6	86.8
50	OVERALL	8000	no.imputation	THL	77.2	11.6	65.6	88.8	77.2	71.4	83	65.6	88.8
50	OVERALL	9000	no.imputation	THL	77.2	11.6	65.6	88.8	77.2	71.4	83	65.6	88.8
50	OVERALL	10156	no.imputation	THL	79.6	7.6	72	87.2	79.6	75.8	83.4	72	87.2
50	NOR	100	no.imputation	THL	61.6	1.81	48	68	62	60	64	59.79	63.41
50	NOR	200	no.imputation	THL	63.2	1.96	52	76	64	60	64	61.24	65.16
50	NOR	500	no.imputation	THL	69.2	2.53	60	80	70	61	75	66.67	71.73
50	NOR	1000	no.imputation	THL	68.4	2.42	56	80	68	64	75	65.98	70.82
50	NOR	2000	no.imputation	THL	71.6	2.89	52	84	74	68	76	68.71	74.49
50	NOR	3000	no.imputation	THL	72	3.16	56	88	70	65	79	68.84	75.16
50	NOR	4000	no.imputation	THL	71.56	2.53	60	80	76	64	76	69.03	74.09
50	NOR	5000	no.imputation	THL	70	2.81	56	84	72	64	75	67.19	72.81
50	NOR	6000	no.imputation	THL	72	1.89	64	84	70	68	76	70.11	73.89
50	NOR	7000	no.imputation	THL	68.4	1.39	60	76	68	68	71	67.01	69.79
50	NOR	8000	no.imputation	THL	73.2	1.89	64	84	74	72	76	71.31	75.09
50	NOR	9000	no.imputation	THL	73.2	2.07	60	84	72	72	76	71.13	75.27
50	NOR	10156	no.imputation	THL	75.6	2.02	68	88	74	72	80	73.58	77.62
50	SOU	100	no.imputation	THL	53.6	2.08	48	68	52	48	56	51.52	55.68
50	SOU	200	no.imputation	THL	59.2	2.13	48	68	58	56	64	57.07	61.33
50	SOU	500	no.imputation	THL	60.4	2.63	48	76	60	56	64	57.77	63.03
50	SOU	1000	no.imputation	THL	61.6	3.22	52	80	58	53	67	58.38	64.82
50	SOU	2000	no.imputation	THL	68.4	2.83	56	84	66	64	68	65.57	71.23
50	SOU	3000	no.imputation	THL	70.4	3.59	60	92	68	61	72	66.81	73.99
50	SOU	4000	no.imputation	THL	71.11	2.08	64	84	72	68	72	69.03	73.19
50	SOU	5000	no.imputation	THL	72.8	2.72	60	84	72	69	79	70.08	75.52
50	SOU	6000	no.imputation	THL	72.8	2.29	60	84	74	69	76	70.51	75.09
50	SOU	7000	no.imputation	THL	70.8	2.46	56	84	72	68	72	68.34	73.26
50	SOU	8000	no.imputation	THL	71.2	2.05	64	80	70	65	76	69.15	73.25
50	SOU	9000	no.imputation	THL	71.6	2.1	60	80	74	66	76	69.5	73.7
50	SOU	10156	no.imputation	THL	71.2	1.96	60	80	72	68	76	69.24	73.16
50	OVERALL	100	no.imputation	THL	57.6	4	53.6	61.6	57.6	55.6	59.6	53.6	61.6
50	OVERALL	200	no.imputation	THL	61.2	2	59.2	63.2	61.2	60.2	62.2	59.2	63.2
50	OVERALL	500	no.imputation	THL	64.8	4.4	60.4	69.2	64.8	62.6	67	60.4	69.2
50	OVERALL	1000	no.imputation	THL	65	3.4	61.6	68.4	65	63.3	66.7	61.6	68.4
50	OVERALL	2000	no.imputation	THL	70	1.6	68.4	71.6	70	69.2	70.8	68.4	71.6
50	OVERALL	3000	no.imputation	THL	71.2	0.8	70.4	72	71.2	70.8	71.6	70.4	72
50	OVERALL	4000	no.imputation	THL	71.34	0.23	71.11	71.56	71.34	71.22	71.45	71.11	71.57
50	OVERALL	5000	no.imputation	THL	71.4	1.4	70	72.8	71.4	70.7	72.1	70	72.8
50	OVERALL	6000	no.imputation	THL	72.4	0.4	72	72.8	72.4	72.2	72.6	72	72.8
50	OVERALL	7000	no.imputation	THL	69.6	1.2	68.4	70.8	69.6	69	70.2	68.4	70.8
50	OVERALL	8000	no.imputation	THL	72.2	1	71.2	73.2	72.2	71.7	72.7	71.2	73.2
50	OVERALL	9000	no.imputation	THL	72.4	0.8	71.6	73.2	72.4	72	72.8	71.6	73.2
50	OVERALL	10156	no.imputation	THL	73.4	2.2	71.2	75.6	73.4	72.3	74.5	71.2	75.6
50	NOR	100	no.imputation	THL	53.2	1.69	44	60	54	49	56	51.51	54.89
50	NOR	200	no.imputation	THL	50.8	2.53	40	68	50	45	55	48.27	53.33
50	NOR	500	no.imputation	THL	54.8	2.46	44	68	56	49	60	52.34	57.26
50	NOR	1000	no.imputation	THL	58	2.17	48	68	60	53	63	55.83	60.17
50	NOR	2000	no.imputation	THL	58.8	3.16	36	72	60	56	64	55.64	61.96
50	NOR	3000	no.imputation	THL	58.8	2.39	52	76	56	53	63	56.41	61.19
50	NOR	4000	no.imputation	THL	60.8	2.29	52	72	60	56	64	58.51	63.09
50	NOR	5000	no.imputation	THL	60	2.23	52	76	60	56	63	57.77	62.23
50	NOR	6000	no.imputation	THL	64.4	2.02	56	76	62	60	68	62.38	66.42
50	NOR	7000	no.imputation	THL	63.6	2.63	56	80	62	57	64	60.97	66.23
50	NOR	8000	no.imputation	THL	65.6	1.71	60	76	64	61	68	63.89	67.31
50	NOR	9000	no.imputation	THL	66	1.61	60	76	64	64	68	64.39	67.61
50	NOR	10156	no.imputation	THL	64.4	1.39	60	72	64	61	64	63.01	65.79
50	SOU	100	no.imputation	THL	50.4	3.33	36	64	54	41	59	47.07	53.73
50	SOU	200	no.imputation	THL	54.4	2.17	44	68	56	49	56	52.23	56.57
50	SOU	500	no.imputation	THL	58.4	2.47	48	72	56	56	63	55.93	60.87
50	SOU	1000	no.imputation	THL	59.2	2.59	52	76	58	52	63	56.61	61.79
50	SOU	2000	no.imputation	THL	66.8	2.53	56	76	66	61	75	64.27	69.33
50	SOU	3000	no.imputation	THL	69.2	2.6	56	80	72	65	75	66.6	71.8
50	SOU	4000	no.imputation	THL	74	2.4	56	80	76	72	80	71.6	76.4
50	SOU	5000	no.imputation	THL	71.2	3.03	52	84	72	65	79	68.17	74.23
50	SOU	6000	no.imputation	THL	74	1.71	64	80	76	70	76	72.29	75.71
50	SOU	7000	no.imputation	THL	73.6	2.08	64	84	76	69	76	71.52	75.68
50	SOU	8000	no.imputation	THL	74.4	1.36	68	84	74	72	76	73.04	75.76
50	SOU	9000	no.imputation	THL	75.2	1.55	68	84	74	72	79	73.65	76.75
50	SOU	10156	no.imputation	THL	76.8	1.67	68	84	76	73	80	75.13	78.47
50	OVERALL	100	no.imputation	THL	51.8	1.4	50.4	53.2	51.8	51.1	52.5	50.4	53.2
50	OVERALL	200	no.imputation	THL	52.6	1.8	50.8	54.4	52.6	51.7	53.5	50.8	54.4
50	OVERALL	500	no.imputation	THL	56.6	1.8	54.8	58.4	56.6	55.7	57.5	54.8	58.4
50	OVERALL	1000	no.imputation	THL	58.6	0.6	58	59.2	58.6	58.3	58.9	58	59.2
50	OVERALL	2000	no.imputation	THL	62.8	4	58.8	66.8	62.8	60.8	64.8	58.8	66.8
50	OVERALL	3000	no.imputation	THL	64	5.2	58.8	69.2	64	61.4	66.6	58.8	69.2
50	OVERALL	4000	no.imputation	THL	67.4	6.6	60.8	74	67.4	64.1	70.7	60.8	74
50	OVERALL	5000	no.imputation	THL	65.6	5.6	60	71.2	65.6	62.8	68.4	60	71.2
50	OVERALL	6000	no.imputation	THL	69.2	4.8	64.4	74	69.2	66.8	71.6	64.4	74
50	OVERALL	7000	no.imputation	THL	68.6	5	63.6	73.6	68.6	66.1	71.1	63.6	73.6
50	OVERALL	8000	no.imputation	THL	70	4.4	65.6	74.4	70	67.8	72.2	65.6	74.4
50	OVERALL	9000	no.imputation	THL	70.6	4.6	66	75.2	70.6	68.3	72.9	66	75.2
50	OVERALL	10156	no.imputation	THL	70.6	6.2	64.4	76.8	70.6	67.5	73.7	64.4	76.8
50	NOR	100	no.imputation	THL	47.2	2.37	36	56	46	41	55	44.83	49.57
50	NOR	200	no.imputation	THL	50.4	3.05	36	64	50	44	56	47.35	53.45
50	NOR	500	no.imputation	THL	57.2	2.92	40	72	58	53	60	54.28	60.12
50	NOR	1000	no.imputation	THL	62	2.09	52	72	60	57	68	59.91	64.09
50	NOR	2000	no.imputation	THL	63.6	2.19	52	76	64	60	68	61.41	65.79
50	NOR	3000	no.imputation	THL	68	1.98	60	76	68	64	74	66.02	69.98
50	NOR	4000	no.imputation	THL	68.8	2.52	52	80	68	65	75	66.28	71.32
50	NOR	5000	no.imputation	THL	71.6	2.49	56	84	70	68	76	69.11	74.09
50	NOR	6000	no.imputation	THL	70.4	2.68	60	84	70	64	76	67.72	73.08
50	NOR	7000	no.imputation	THL	73.6	2.32	64	88	72	68	79	71.28	75.92
50	NOR	8000	no.imputation	THL	74	1.81	68	88	72	72	76	72.19	75.81
50	NOR	9000	no.imputation	THL	73.6	2.32	60	80	76	69	80	71.28	75.92
50	NOR	10156	no.imputation	THL	76	1.46	68	80	76	76	80	74.54	77.46
50	SOU	100	no.imputation	THL	57.6	2.87	44	72	58	50	63	54.73	60.47
50	SOU	200	no.imputation	THL	63.6	2.27	56	76	62	57	68	61.33	65.87
50	SOU	500	no.imputation	THL	70.4	1.71	64	76	70	65	76	68.69	72.11
50	SOU	1000	no.imputation	THL	77.2	2.15	68	88	76	73	83	75.05	79.35
50	SOU	2000	no.imputation	THL	79.2	2.37	68	92	80	77	80	76.83	81.57
50	SOU	3000	no.imputation	THL	84.8	2.05	76	96	88	80	88	82.75	86.85
50	SOU	4000	no.imputation	THL	87.6	1.93	76	96	88	85	92	85.67	89.53
50	SOU	5000	no.imputation	THL	89.2	1.89	80	96	88	88	95	87.31	91.09
50	SOU	6000	no.imputation	THL	90	1.71	80	96	90	88	95	88.29	91.71
50	SOU	7000	no.imputation	THL	89.6	1.71	80	96	92	85	92	87.89	91.31
50	SOU	8000	no.imputation	THL	92.8	1.77	84	100	92	92	96	91.03	94.57
50	SOU	9000	no.imputation	THL	92.4	2.42	80	100	94	89	99	89.98	94.82
50	SOU	10156	no.imputation	THL	92.4	1.63	84	100	92	92	96	90.77	94.03
50	OVERALL	100	no.imputation	THL	52.4	5.2	47.2	57.6	52.4	49.8	55	47.2	57.6
50	OVERALL	200	no.imputation	THL	57	6.6	50.4	63.6	57	53.7	60.3	50.4	63.6
50	OVERALL	500	no.imputation	THL	63.8	6.6	57.2	70.4	63.8	60.5	67.1	57.2	70.4
50	OVERALL	1000	no.imputation	THL	69.6	7.6	62	77.2	69.6	65.8	73.4	62	77.2
50	OVERALL	2000	no.imputation	THL	71.4	7.8	63.6	79.2	71.4	67.5	75.3	63.6	79.2
50	OVERALL	3000	no.imputation	THL	76.4	8.4	68	84.8	76.4	72.2	80.6	68	84.8
50	OVERALL	4000	no.imputation	THL	78.2	9.4	68.8	87.6	78.2	73.5	82.9	68.8	87.6
50	OVERALL	5000	no.imputation	THL	80.4	8.8	71.6	89.2	80.4	76	84.8	71.6	89.2
50	OVERALL	6000	no.imputation	THL	80.2	9.8	70.4	90	80.2	75.3	85.1	70.4	90
50	OVERALL	7000	no.imputation	THL	81.6	8	73.6	89.6	81.6	77.6	85.6	73.6	89.6
50	OVERALL	8000	no.imputation	THL	83.4	9.4	74	92.8	83.4	78.7	88.1	74	92.8
50	OVERALL	9000	no.imputation	THL	83	9.4	73.6	92.4	83	78.3	87.7	73.6	92.4
50	OVERALL	10156	no.imputation	THL	84.2	8.2	76	92.4	84.2	80.1	88.3	76	92.4
100	NOR	100	no.imputation	THL	62	1.11	56	66	64	60	64	60.89	63.11
100	NOR	200	no.imputation	THL	68.8	1.96	58	76	70	63.5	74	66.84	70.76
100	NOR	500	no.imputation	THL	71.2	1.47	62	78	71	68.5	74	69.73	72.67
100	NOR	1000	no.imputation	THL	72	1.49	64	78	73	69	74	70.51	73.49
100	NOR	2000	no.imputation	THL	78.2	1.35	72	86	77	76	81.5	76.85	79.55
100	NOR	3000	no.imputation	THL	76	1.03	68	80	76	76	78	74.97	77.03
100	NOR	4000	no.imputation	THL	77.2	1.12	72	84	76	76	78	76.08	78.32
100	NOR	5000	no.imputation	THL	76.4	1.19	68	80	78	76	78	75.21	77.59
100	NOR	6000	no.imputation	THL	78.2	1.21	74	84	77	76	81	76.99	79.41
100	NOR	7000	no.imputation	THL	79.2	0.8	76	84	79	78	80	78.4	80
100	NOR	8000	no.imputation	THL	79.56	0.93	74	84	80	78	80	78.63	80.49
100	NOR	9000	no.imputation	THL	79.2	1	74	84	79	78	80	78.2	80.2
100	NOR	10156	no.imputation	THL	78.6	0.73	76	82	78	76.5	80	77.87	79.33
100	SOU	100	no.imputation	THL	72.22	2.2	58	78	76	68	76	70.02	74.42
100	SOU	200	no.imputation	THL	76	1.46	72	84	74	72	79.5	74.54	77.46
100	SOU	500	no.imputation	THL	82.2	1.01	76	86	83	80	84	81.19	83.21
100	SOU	1000	no.imputation	THL	86.2	1.13	82	92	87	82.5	88	85.07	87.33
100	SOU	2000	no.imputation	THL	89	0.61	86	92	90	88	90	88.39	89.61
100	SOU	3000	no.imputation	THL	88.8	0.8	86	92	88	86.5	91.5	88	89.6
100	SOU	4000	no.imputation	THL	90.4	0.88	86	94	91	88	92	89.52	91.28
100	SOU	5000	no.imputation	THL	91.6	0.83	88	96	92	90	93.5	90.77	92.43
100	SOU	6000	no.imputation	THL	90.8	1.04	86	96	90	88.5	92	89.76	91.84
100	SOU	7000	no.imputation	THL	91.8	0.87	88	96	91	90	93.5	90.93	92.67
100	SOU	8000	no.imputation	THL	91.56	0.93	88	96	92	90	94	90.63	92.49
100	SOU	9000	no.imputation	THL	91.4	0.79	88	96	92	90	92	90.61	92.19
100	SOU	10156	no.imputation	THL	93	0.61	90	96	92	92	94	92.39	93.61
100	OVERALL	100	no.imputation	THL	67.11	5.11	62	72.22	67.11	64.56	69.66	62	72.22
100	OVERALL	200	no.imputation	THL	72.4	3.6	68.8	76	72.4	70.6	74.2	68.8	76
100	OVERALL	500	no.imputation	THL	76.7	5.5	71.2	82.2	76.7	73.95	79.45	71.2	82.2
100	OVERALL	1000	no.imputation	THL	79.1	7.1	72	86.2	79.1	75.55	82.65	72	86.2
100	OVERALL	2000	no.imputation	THL	83.6	5.4	78.2	89	83.6	80.9	86.3	78.2	89
100	OVERALL	3000	no.imputation	THL	82.4	6.4	76	88.8	82.4	79.2	85.6	76	88.8
100	OVERALL	4000	no.imputation	THL	83.8	6.6	77.2	90.4	83.8	80.5	87.1	77.2	90.4
