CURRENT	MARKER_NUMBER	MISSING_DATA	METHOD	MEAN	SE	MIN	MAX	MEDIAN	QUANTILE25	QUANTILE75	SE_MIN	SE_MAX	SUBSAMPLE
CCO	7000	no.imputation	THL	40.7	2.53	27	53	40	34.75	47	38.17	43.23	6
CCO	8000	no.imputation	THL	42.8	1.87	33	47	47	40	47	40.93	44.67	6
CCO	9000	no.imputation	THL	39.9	3.3	20	53	40	33	47	36.6	43.2	6
CCO	10156	no.imputation	THL	46.1	2.73	33	60	47	40	47	43.37	48.83	6
RHO	100	no.imputation	THL	18.6	3.68	0	40	20	13	20	14.92	22.28	6
RHO	200	no.imputation	THL	18.7	4.6	0	53	20	8.5	20	14.1	23.3	6
RHO	500	no.imputation	THL	19.3	4.37	7	47	13	8.5	29.75	14.93	23.67	6
RHO	1000	no.imputation	THL	29.3	3.34	20	47	26.5	20	38.25	25.96	32.64	6
RHO	2000	no.imputation	THL	30	3.04	13	47	30	27	33	26.96	33.04	6
RHO	3000	no.imputation	THL	32.7	3.54	13	47	33	27	40	29.16	36.24	6
RHO	4000	no.imputation	THL	31.3	3.78	13	47	33	27	38.25	27.52	35.08	6
RHO	5000	no.imputation	THL	33.4	3.56	20	53	30	27	40	29.84	36.96	6
RHO	6000	no.imputation	THL	32	3.45	13	47	33	27	38.25	28.55	35.45	6
RHO	7000	no.imputation	THL	28.5	3.56	13	53	30	20	33	24.94	32.06	6
RHO	8000	no.imputation	THL	33.3	4.1	20	60	33	21.75	38.25	29.2	37.4	6
RHO	9000	no.imputation	THL	40	4.47	20	60	40	33	47	35.53	44.47	6
RHO	10156	no.imputation	THL	34	4.23	20	60	30	27	38.25	29.77	38.23	6
OVERALL	100	no.imputation	THL	15.77	1.42	10.1	23.5	17.3	11.45	18.3	14.35	17.19	6
OVERALL	200	no.imputation	THL	18.08	2.03	10.1	28.6	18.7	12.05	23.65	16.05	20.11	6
OVERALL	500	no.imputation	THL	20.38	2.87	9.4	38	18	12.7	27	17.51	23.25	6
OVERALL	1000	no.imputation	THL	22.63	3.03	10.6	40	25.2	13.4	29.65	19.6	25.66	6
OVERALL	2000	no.imputation	THL	23.54	3.14	6.7	40.1	27.4	13.6	30.05	20.4	26.68	6
OVERALL	3000	no.imputation	THL	26.16	3.66	4.1	42	32	16	33.4	22.5	29.82	6
OVERALL	4000	no.imputation	THL	27.7	3.83	5.9	43.3	31.3	17.65	37.3	23.87	31.53	6
OVERALL	5000	no.imputation	THL	29.89	4.04	8.1	46.6	32.6	18.35	41.7	25.85	33.93	6
OVERALL	6000	no.imputation	THL	30.33	4.13	7.4	46.7	32	17.75	41.75	26.2	34.46	6
OVERALL	7000	no.imputation	THL	31.56	4.65	4.8	50	28.5	20.65	45.05	26.91	36.21	6
OVERALL	8000	no.imputation	THL	32.92	5.11	5.4	56.7	33.3	19.65	46.05	27.81	38.03	6
OVERALL	9000	no.imputation	THL	33.77	5.51	3.4	60	39.9	20.3	45.8	28.26	39.28	6
OVERALL	10156	no.imputation	THL	35.06	5.92	2.1	64.2	34	21.95	48.75	29.14	40.98	6
TRI	100	no.imputation	THL	13.2	2.37	7	33	13	8.5	13	10.83	15.57	7
TRI	200	no.imputation	THL	14.7	2.59	0	27	16.5	8.5	20	12.11	17.29	7
TRI	500	no.imputation	THL	16.1	3.14	7	33	13	7	25.25	12.96	19.24	7
TRI	1000	no.imputation	THL	16	2.49	0	27	20	13	20	13.51	18.49	7
TRI	2000	no.imputation	THL	22	1.75	13	33	20	20	25.25	20.25	23.75	7
TRI	3000	no.imputation	THL	18.7	3.11	0	33	20	14.75	25.25	15.59	21.81	7
TRI	4000	no.imputation	THL	17.11	2.24	7	27	20	13	20	14.87	19.35	7
TRI	5000	no.imputation	THL	16.7	2.52	7	27	13	13	25.25	14.18	19.22	7
TRI	6000	no.imputation	THL	18.6	3.08	7	33	16.5	13	25.25	15.52	21.68	7
TRI	7000	no.imputation	THL	16.7	2.3	7	27	16.5	13	20	14.4	19	7
TRI	8000	no.imputation	THL	16.7	2.3	7	27	16.5	13	20	14.4	19	7
TRI	9000	no.imputation	THL	18.7	1.97	7	27	20	14.75	20	16.73	20.67	7
TRI	10156	no.imputation	THL	21.3	1.97	13	33	20	20	25.25	19.33	23.27	7
BON	100	no.imputation	THL	10.7	1.4	7	20	10	7	13	9.3	12.1	7
BON	200	no.imputation	THL	11.4	2.93	0	33	7	7	13	8.47	14.33	7
BON	500	no.imputation	THL	9.4	1.73	0	20	7	7	13	7.67	11.13	7
BON	1000	no.imputation	THL	12.7	2.52	0	27	13	7	18.25	10.18	15.22	7
BON	2000	no.imputation	THL	14.1	2.3	7	27	13	7	20	11.8	16.4	7
BON	3000	no.imputation	THL	12.6	1.51	7	20	13	8.5	13	11.09	14.11	7
BON	4000	no.imputation	THL	10.33	1.91	0	20	13	7	13	8.42	12.24	7
BON	5000	no.imputation	THL	11.3	1.96	0	20	13	7	13	9.34	13.26	7
BON	6000	no.imputation	THL	8.8	1.69	0	20	7	7	11.5	7.11	10.49	7
BON	7000	no.imputation	THL	8.1	1.91	0	20	7	7	11.5	6.19	10.01	7
BON	8000	no.imputation	THL	8.7	1.96	0	20	7	7	13	6.74	10.66	7
BON	9000	no.imputation	THL	7.4	1.51	0	13	7	7	11.5	5.89	8.91	7
BON	10156	no.imputation	THL	7.4	1.51	0	13	7	7	11.5	5.89	8.91	7
GSL	100	no.imputation	THL	16	3.61	0	33	16.5	8.5	25.25	12.39	19.61	7
GSL	200	no.imputation	THL	18.6	3.23	0	33	20	14.75	20	15.37	21.83	7
GSL	500	no.imputation	THL	18.6	3.68	0	40	20	13	20	14.92	22.28	7
GSL	1000	no.imputation	THL	19.9	3.3	7	40	16.5	13	25.25	16.6	23.2	7
GSL	2000	no.imputation	THL	25.4	3.56	7	40	27	16.5	31.5	21.84	28.96	7
GSL	3000	no.imputation	THL	26.1	3.79	7	47	27	20	31.5	22.31	29.89	7
GSL	4000	no.imputation	THL	25.33	4.15	7	47	27	20	27	21.18	29.48	7
GSL	5000	no.imputation	THL	28.5	4.05	7	53	33	21.75	33	24.45	32.55	7
GSL	6000	no.imputation	THL	27.3	3.96	13	47	27	14.75	38.25	23.34	31.26	7
GSL	7000	no.imputation	THL	26.1	1.85	13	33	27	27	27	24.25	27.95	7
GSL	8000	no.imputation	THL	22.8	1.55	13	27	23.5	20	27	21.25	24.35	7
GSL	9000	no.imputation	THL	22.8	1.55	13	27	23.5	20	27	21.25	24.35	7
GSL	10156	no.imputation	THL	18.6	1.75	13	27	20	13	20	16.85	20.35	7
CAR	100	no.imputation	THL	12.7	2.52	0	27	13	7	18.25	10.18	15.22	7
CAR	200	no.imputation	THL	19.2	3.6	0	33	20	13	29.75	15.6	22.8	7
CAR	500	no.imputation	THL	18.7	2.84	0	27	20	13	27	15.86	21.54	7
CAR	1000	no.imputation	THL	25.2	3.37	7	40	26.5	20	33	21.83	28.57	7
CAR	2000	no.imputation	THL	27.3	3.32	20	53	23.5	20	31.5	23.98	30.62	7
CAR	3000	no.imputation	THL	30.1	3.87	7	47	30	21.75	40	26.23	33.97	7
CAR	4000	no.imputation	THL	34	3.75	13	53	33	27	40	30.25	37.75	7
CAR	5000	no.imputation	THL	36	2.7	20	47	36.5	33	40	33.3	38.7	7
CAR	6000	no.imputation	THL	35.3	3.95	7	53	36.5	33	40	31.35	39.25	7
CAR	7000	no.imputation	THL	40.6	3.38	20	53	43.5	33	47	37.22	43.98	7
CAR	8000	no.imputation	THL	44.1	3.33	20	60	47	40	47	40.77	47.43	7
CAR	9000	no.imputation	THL	47.4	2.72	33	60	47	41.75	51.5	44.68	50.12	7
CAR	10156	no.imputation	THL	52.7	3.48	40	73	50	47	58.25	49.22	56.18	7
BRA	100	no.imputation	THL	14.7	4.22	0	47	13	7	13	10.48	18.92	7
BRA	200	no.imputation	THL	18.7	3.93	0	40	20	8.5	25.25	14.77	22.63	7
BRA	500	no.imputation	THL	10.7	2.66	0	27	10	7	13	8.04	13.36	7
BRA	1000	no.imputation	THL	12	2.14	0	20	13	7	18.25	9.86	14.14	7
BRA	2000	no.imputation	THL	12	1.61	7	20	13	7	13	10.39	13.61	7
BRA	3000	no.imputation	THL	14	3.08	0	27	13	8.5	20	10.92	17.08	7
BRA	4000	no.imputation	THL	13.33	2.46	0	20	13	7	20	10.87	15.79	7
BRA	5000	no.imputation	THL	16.6	2.54	0	27	16.5	13	20	14.06	19.14	7
BRA	6000	no.imputation	THL	16.1	2.47	7	27	16.5	8.5	20	13.63	18.57	7
BRA	7000	no.imputation	THL	14.7	2.17	7	27	13	8.5	20	12.53	16.87	7
BRA	8000	no.imputation	THL	14.6	2.17	0	20	16.5	13	20	12.43	16.77	7
BRA	9000	no.imputation	THL	18	3.15	0	33	20	13	25.25	14.85	21.15	7
BRA	10156	no.imputation	THL	20.6	3.38	0	33	23.5	13	27	17.22	23.98	7
CAN	100	no.imputation	THL	15.4	3.43	7	40	13	7	18.25	11.97	18.83	7
CAN	200	no.imputation	THL	16	2.04	7	27	16.5	13	20	13.96	18.04	7
CAN	500	no.imputation	THL	11.3	1.96	0	20	13	7	13	9.34	13.26	7
CAN	1000	no.imputation	THL	14.7	2.91	7	33	13	7	18.25	11.79	17.61	7
CAN	2000	no.imputation	THL	8.6	1.67	0	13	10	7	13	6.93	10.27	7
CAN	3000	no.imputation	THL	8.7	3	0	27	7	0	13	5.7	11.7	7
CAN	4000	no.imputation	THL	8.22	2.13	0	20	7	7	13	6.09	10.35	7
CAN	5000	no.imputation	THL	6.8	2.65	0	27	7	0	7	4.15	9.45	7
CAN	6000	no.imputation	THL	6.7	1.68	0	13	7	1.75	11.5	5.02	8.38	7
CAN	7000	no.imputation	THL	7.3	2.29	0	20	7	0	13	5.01	9.59	7
CAN	8000	no.imputation	THL	8.7	2.64	0	27	7	1.75	13	6.06	11.34	7
CAN	9000	no.imputation	THL	10.6	1.73	0	20	13	7	13	8.87	12.33	7
CAN	10156	no.imputation	THL	8.6	1.67	0	13	10	7	13	6.93	10.27	7
SNS	100	no.imputation	THL	12	2.39	0	27	13	7	13	9.61	14.39	7
SNS	200	no.imputation	THL	14.7	3.24	0	33	13	7	20	11.46	17.94	7
SNS	500	no.imputation	THL	16.6	3.86	0	33	16.5	8.5	25.25	12.74	20.46	7
SNS	1000	no.imputation	THL	19.2	3.6	0	33	20	13	29.75	15.6	22.8	7
SNS	2000	no.imputation	THL	18.6	2.97	7	40	16.5	13	20	15.63	21.57	7
SNS	3000	no.imputation	THL	20.7	3.33	7	40	20	14.75	25.25	17.37	24.03	7
SNS	4000	no.imputation	THL	18.44	2.67	7	33	20	13	20	15.77	21.11	7
SNS	5000	no.imputation	THL	20	3.11	7	33	20	13	27	16.89	23.11	7
SNS	6000	no.imputation	THL	20.6	2.69	7	33	20	14.75	25.25	17.91	23.29	7
SNS	7000	no.imputation	THL	20.2	2.65	7	27	23.5	14.75	27	17.55	22.85	7
SNS	8000	no.imputation	THL	17.9	2.45	7	33	16.5	13	20	15.45	20.35	7
SNS	9000	no.imputation	THL	22.7	1.8	13	33	20	20	27	20.9	24.5	7
SNS	10156	no.imputation	THL	26	1.81	20	33	27	20	31.5	24.19	27.81	7
SEA	100	no.imputation	THL	34.7	2.4	27	47	33	28.5	38.25	32.3	37.1	7
SEA	200	no.imputation	THL	37.2	2.48	27	53	33	33	40	34.72	39.68	7
SEA	500	no.imputation	THL	36.7	2.62	27	53	40	28.5	40	34.08	39.32	7
SEA	1000	no.imputation	THL	34.7	2.59	20	47	36.5	28.5	40	32.11	37.29	7
SEA	2000	no.imputation	THL	32.1	3.94	7	47	33	27	40	28.16	36.04	7
SEA	3000	no.imputation	THL	35.4	4.76	13	60	33.5	27	45.25	30.64	40.16	7
SEA	4000	no.imputation	THL	28.22	2.66	20	40	27	20	33	25.56	30.88	7
SEA	5000	no.imputation	THL	34.8	3.44	20	47	36.5	27	45.25	31.36	38.24	7
SEA	6000	no.imputation	THL	35.9	4.8	13	60	36.5	23.25	45.25	31.1	40.7	7
SEA	7000	no.imputation	THL	38.6	3.82	20	60	36.5	33	45.25	34.78	42.42	7
SEA	8000	no.imputation	THL	38.7	2.23	27	47	40	33	45.25	36.47	40.93	7
SEA	9000	no.imputation	THL	36.7	2.3	27	47	36.5	33	40	34.4	39	7
SEA	10156	no.imputation	THL	39.2	2.13	33	53	40	33	40	37.07	41.33	7
BOO	100	no.imputation	THL	18.7	2.76	7	33	20	13	25.25	15.94	21.46	7
BOO	200	no.imputation	THL	21.9	4.25	0	47	20	13	31.5	17.65	26.15	7
BOO	500	no.imputation	THL	26.1	1.53	20	33	27	21.75	27	24.57	27.63	7
BOO	1000	no.imputation	THL	29.4	3.18	20	47	27	20	38.25	26.22	32.58	7
BOO	2000	no.imputation	THL	36	2.81	27	53	33	28.5	40	33.19	38.81	7
BOO	3000	no.imputation	THL	40.6	4.07	27	67	36.5	33	40	36.53	44.67	7
BOO	4000	no.imputation	THL	45.22	3.87	33	67	40	40	47	41.35	49.09	7
BOO	5000	no.imputation	THL	46.6	4.03	33	67	43.5	34.75	58.25	42.57	50.63	7
BOO	6000	no.imputation	THL	51.4	4.28	33	67	50	41.75	65.25	47.12	55.68	7
BOO	7000	no.imputation	THL	50.6	2.47	33	60	53	47	53	48.13	53.07	7
BOO	8000	no.imputation	THL	53.2	1.72	47	67	53	53	53	51.48	54.92	7
BOO	9000	no.imputation	THL	55.4	2.63	40	67	60	48.5	60	52.77	58.03	7
BOO	10156	no.imputation	THL	53.4	2.2	47	67	53	47	58.25	51.2	55.6	7
CCO	100	no.imputation	THL	17.9	3.02	0	33	16.5	13	25.25	14.88	20.92	7
CCO	200	no.imputation	THL	27.4	4.81	7	47	30	14.75	38.25	22.59	32.21	7
CCO	500	no.imputation	THL	25.3	2.79	13	40	27	20	31.5	22.51	28.09	7
CCO	1000	no.imputation	THL	27.5	2.75	13	47	27	27	27	24.75	30.25	7
CCO	2000	no.imputation	THL	22.1	3.02	7	40	23.5	14.75	27	19.08	25.12	7
CCO	3000	no.imputation	THL	22.5	2.67	13	33	20	14.75	31.5	19.83	25.17	7
CCO	4000	no.imputation	THL	22.89	2.52	13	33	20	20	27	20.37	25.41	7
CCO	5000	no.imputation	THL	27.9	2.58	13	40	30	21.75	33	25.32	30.48	7
CCO	6000	no.imputation	THL	23.9	3.14	7	33	27	14.75	33	20.76	27.04	7
CCO	7000	no.imputation	THL	26	2.09	13	33	27	21.75	31.5	23.91	28.09	7
CCO	8000	no.imputation	THL	25.4	3.09	7	40	27	21.75	31.5	22.31	28.49	7
CCO	9000	no.imputation	THL	30.1	3.66	13	47	27	21.75	38.25	26.44	33.76	7
CCO	10156	no.imputation	THL	30.5	2	20	40	33	28.5	33	28.5	32.5	7
RHO	100	no.imputation	THL	16	2.04	7	27	16.5	13	20	13.96	18.04	7
RHO	200	no.imputation	THL	15.3	3.13	0	33	13	8.5	20	12.17	18.43	7
RHO	500	no.imputation	THL	14.6	1.64	7	20	13	13	20	12.96	16.24	7
RHO	1000	no.imputation	THL	18.6	3.08	7	33	16.5	13	25.25	15.52	21.68	7
RHO	2000	no.imputation	THL	27.2	2.29	13	33	30	21.75	33	24.91	29.49	7
RHO	3000	no.imputation	THL	37.8	3.69	20	53	33	33	49.75	34.11	41.49	7
RHO	4000	no.imputation	THL	34.78	5.37	7	60	33	27	40	29.41	40.15	7
RHO	5000	no.imputation	THL	34.1	2.52	27	47	33	27	38.25	31.58	36.62	7
RHO	6000	no.imputation	THL	31.3	3.7	20	53	30	20	40	27.6	35	7
RHO	7000	no.imputation	THL	37.5	5.29	13	67	33.5	27	45.25	32.21	42.79	7
RHO	8000	no.imputation	THL	38.8	3.09	27	53	40	28.5	47	35.71	41.89	7
RHO	9000	no.imputation	THL	39.4	2.88	27	53	40	33	47	36.52	42.28	7
RHO	10156	no.imputation	THL	39.3	2.53	27	53	40	33	45.25	36.77	41.83	7
OVERALL	100	no.imputation	THL	16.55	1.96	10.7	34.7	15.4	12.95	16.95	14.59	18.51	7
OVERALL	200	no.imputation	THL	19.55	2.18	11.4	37.2	18.6	15	20.55	17.37	21.73	7
OVERALL	500	no.imputation	THL	18.55	2.44	9.4	36.7	16.6	12.95	22	16.11	20.99	7
OVERALL	1000	no.imputation	THL	20.9	2.22	12	34.7	19.2	15.35	26.35	18.68	23.12	7
OVERALL	2000	no.imputation	THL	22.31	2.55	8.6	36	22.1	16.35	27.25	19.76	24.86	7
OVERALL	3000	no.imputation	THL	24.29	3.22	8.7	40.6	22.5	16.35	32.75	21.07	27.51	7
OVERALL	4000	no.imputation	THL	23.44	3.45	8.22	45.22	22.89	15.22	31.11	19.99	26.89	7
OVERALL	5000	no.imputation	THL	25.39	3.65	6.8	46.6	27.9	16.65	34.45	21.74	29.04	7
OVERALL	6000	no.imputation	THL	25.08	3.94	6.7	51.4	23.9	17.35	33.3	21.14	29.02	7
OVERALL	7000	no.imputation	THL	26.04	4.29	7.3	50.6	26	15.7	38.05	21.75	30.33	7
OVERALL	8000	no.imputation	THL	26.33	4.56	8.7	53.2	22.8	15.65	38.75	21.77	30.89	7
OVERALL	9000	no.imputation	THL	28.11	4.58	7.4	55.4	22.8	18.35	38.05	23.53	32.69	7
OVERALL	10156	no.imputation	THL	28.87	4.77	7.4	53.4	26	19.6	39.25	24.1	33.64	7
TRI	100	no.imputation	THL	14.6	1.94	7	27	13	13	18.25	12.66	16.54	8
TRI	200	no.imputation	THL	16.8	2.88	7	27	13	8.5	27	13.92	19.68	8
TRI	500	no.imputation	THL	16.1	2.47	7	27	16.5	8.5	20	13.63	18.57	8
TRI	1000	no.imputation	THL	16.7	3.32	0	33	16.5	8.5	25.25	13.38	20.02	8
TRI	2000	no.imputation	THL	20.6	3.38	7	40	16.5	13	27	17.22	23.98	8
TRI	3000	no.imputation	THL	24.5	3.62	13	47	20	14.75	33	20.88	28.12	8
TRI	4000	no.imputation	THL	20.67	4.49	7	40	13	13	33	16.18	25.16	8
TRI	5000	no.imputation	THL	23.3	3.96	13	47	20	13	27	19.34	27.26	8
TRI	6000	no.imputation	THL	23.1	4.12	13	53	20	13	29.75	18.98	27.22	8
TRI	7000	no.imputation	THL	25.3	3.6	13	47	20	20	31.5	21.7	28.9	8
TRI	8000	no.imputation	THL	23.9	2.85	13	40	20	20	31.5	21.05	26.75	8
TRI	9000	no.imputation	THL	30	3.36	13	47	30	21.75	38.25	26.64	33.36	8
TRI	10156	no.imputation	THL	29.3	2.66	20	47	30	21.75	33	26.64	31.96	8
BON	100	no.imputation	THL	13.2	1.37	7	20	13	13	13	11.83	14.57	8
BON	200	no.imputation	THL	12	2.39	0	27	13	7	13	9.61	14.39	8
BON	500	no.imputation	THL	13.9	2.09	0	20	13	13	20	11.81	15.99	8
BON	1000	no.imputation	THL	11.9	2.17	0	27	13	8.5	13	9.73	14.07	8
BON	2000	no.imputation	THL	16.7	2.89	0	27	16.5	13	25.25	13.81	19.59	8
BON	3000	no.imputation	THL	12.6	2.32	0	27	13	8.5	13	10.28	14.92	8
BON	4000	no.imputation	THL	12.67	2.56	0	20	13	7	20	10.11	15.23	8
BON	5000	no.imputation	THL	11.3	2.42	0	20	13	7	18.25	8.88	13.72	8
BON	6000	no.imputation	THL	14.7	2.91	7	33	13	7	18.25	11.79	17.61	8
BON	7000	no.imputation	THL	11.2	2.21	0	20	13	8.5	13	8.99	13.41	8
BON	8000	no.imputation	THL	14	3.18	0	33	13	7	18.25	10.82	17.18	8
BON	9000	no.imputation	THL	8.7	1.35	0	13	7	7	13	7.35	10.05	8
BON	10156	no.imputation	THL	11.3	1.35	7	20	13	7	13	9.95	12.65	8
GSL	100	no.imputation	THL	13.9	3.35	0	33	13	8.5	18.25	10.55	17.25	8
GSL	200	no.imputation	THL	24.8	3.31	7	40	27	20	27	21.49	28.11	8
GSL	500	no.imputation	THL	24.8	4.14	7	47	20	20	27	20.66	28.94	8
GSL	1000	no.imputation	THL	24.7	3.44	0	40	27	20	31.5	21.26	28.14	8
GSL	2000	no.imputation	THL	29.5	3.02	20	47	27	21.75	36.75	26.48	32.52	8
GSL	3000	no.imputation	THL	22.7	3.18	7	40	23.5	14.75	27	19.52	25.88	8
GSL	4000	no.imputation	THL	24.33	3.15	13	40	20	20	33	21.18	27.48	8
GSL	5000	no.imputation	THL	28.1	3.07	7	40	27	27	33	25.03	31.17	8
GSL	6000	no.imputation	THL	29.3	2.66	13	40	30	27	33	26.64	31.96	8
GSL	7000	no.imputation	THL	30.5	3.02	13	40	33	23.25	38.25	27.48	33.52	8
GSL	8000	no.imputation	THL	33.2	2.24	20	47	33	33	33	30.96	35.44	8
GSL	9000	no.imputation	THL	34.5	1.69	27	47	33	33	33	32.81	36.19	8
GSL	10156	no.imputation	THL	37.3	1.8	27	47	40	33	40	35.5	39.1	8
CAR	100	no.imputation	THL	20.6	3.75	0	33	23.5	13	31.5	16.85	24.35	8
CAR	200	no.imputation	THL	19.4	2.88	7	33	20	13	27	16.52	22.28	8
CAR	500	no.imputation	THL	26.7	1.68	20	33	27	21.75	31.5	25.02	28.38	8
CAR	1000	no.imputation	THL	35.4	3.77	13	47	40	28.5	45.25	31.63	39.17	8
CAR	2000	no.imputation	THL	42.7	4.7	20	67	43.5	33	51.5	38	47.4	8
CAR	3000	no.imputation	THL	50.5	3.59	33	73	53	41.75	53	46.91	54.09	8
CAR	4000	no.imputation	THL	48.11	3.68	33	67	47	40	53	44.43	51.79	8
CAR	5000	no.imputation	THL	58.1	2.96	47	73	60	48.5	65.25	55.14	61.06	8
CAR	6000	no.imputation	THL	58.6	2.81	47	73	53	53	67	55.79	61.41	8
CAR	7000	no.imputation	THL	64.7	2.01	53	73	67	60	67	62.69	66.71	8
CAR	8000	no.imputation	THL	62.8	2.25	47	73	63.5	60	67	60.55	65.05	8
CAR	9000	no.imputation	THL	61.5	2.21	47	67	63.5	60	67	59.29	63.71	8
CAR	10156	no.imputation	THL	57.3	3.35	40	73	53	53	67	53.95	60.65	8
BRA	100	no.imputation	THL	8.6	1.67	0	13	10	7	13	6.93	10.27	8
BRA	200	no.imputation	THL	16.7	3.26	7	33	16.5	7	20	13.44	19.96	8
BRA	500	no.imputation	THL	13.4	3.09	0	33	10	7	20	10.31	16.49	8
BRA	1000	no.imputation	THL	16.1	4.2	0	40	10	7	25.25	11.9	20.3	8
BRA	2000	no.imputation	THL	13.9	2.09	0	20	13	13	20	11.81	15.99	8
BRA	3000	no.imputation	THL	13.5	3.16	0	27	10	7	23.5	10.34	16.66	8
BRA	4000	no.imputation	THL	17.22	3.67	7	33	13	7	27	13.55	20.89	8
BRA	5000	no.imputation	THL	19.3	2.53	7	33	20	13	25.25	16.77	21.83	8
BRA	6000	no.imputation	THL	16	3.22	0	27	16.5	13	25.25	12.78	19.22	8
BRA	7000	no.imputation	THL	19.4	2.88	7	33	20	13	27	16.52	22.28	8
BRA	8000	no.imputation	THL	17.4	2.8	7	33	20	8.5	20	14.6	20.2	8
BRA	9000	no.imputation	THL	18	3	7	33	13	13	27	15	21	8
BRA	10156	no.imputation	THL	18	2.29	7	27	16.5	13	25.25	15.71	20.29	8
CAN	100	no.imputation	THL	10.7	1.99	0	20	10	7	13	8.71	12.69	8
CAN	200	no.imputation	THL	11.3	3.1	0	33	10	7	13	8.2	14.4	8
CAN	500	no.imputation	THL	13.3	2.65	0	27	13	8.5	13	10.65	15.95	8
CAN	1000	no.imputation	THL	10.1	2.46	0	20	7	7	18.25	7.64	12.56	8
CAN	2000	no.imputation	THL	8.7	2.42	0	20	7	1.75	13	6.28	11.12	8
CAN	3000	no.imputation	THL	8.7	3.41	0	33	7	0	11.5	5.29	12.11	8
CAN	4000	no.imputation	THL	8.89	1.49	0	13	7	7	13	7.4	10.38	8
CAN	5000	no.imputation	THL	10.7	1.99	0	20	10	7	13	8.71	12.69	8
CAN	6000	no.imputation	THL	7.5	1.15	0	13	7	7	7	6.35	8.65	8
CAN	7000	no.imputation	THL	4.2	1.14	0	7	7	0	7	3.06	5.34	8
CAN	8000	no.imputation	THL	4.8	2.02	0	20	3.5	0	7	2.78	6.82	8
CAN	9000	no.imputation	THL	5.5	1.34	0	13	7	1.75	7	4.16	6.84	8
CAN	10156	no.imputation	THL	5.5	1.34	0	13	7	1.75	7	4.16	6.84	8
SNS	100	no.imputation	THL	18.6	2.61	7	33	16.5	13	25.25	15.99	21.21	8
SNS	200	no.imputation	THL	21.8	2.83	13	33	20	13	31.5	18.97	24.63	8
SNS	500	no.imputation	THL	24.8	3.62	7	47	27	16.5	27	21.18	28.42	8
SNS	1000	no.imputation	THL	32	3.67	20	53	30	21.75	38.25	28.33	35.67	8
SNS	2000	no.imputation	THL	31.4	3	13	47	30	27	38.25	28.4	34.4	8
SNS	3000	no.imputation	THL	32.6	4.04	13	53	33	21.75	40	28.56	36.64	8
SNS	4000	no.imputation	THL	39.33	3	27	53	40	33	47	36.33	42.33	8
SNS	5000	no.imputation	THL	42	3.15	27	60	40	34.75	47	38.85	45.15	8
SNS	6000	no.imputation	THL	38	4.34	20	60	36.5	28.5	47	33.66	42.34	8
SNS	7000	no.imputation	THL	39.3	4.37	7	53	43.5	33	47	34.93	43.67	8
SNS	8000	no.imputation	THL	37.3	3.08	13	47	40	34.75	40	34.22	40.38	8
SNS	9000	no.imputation	THL	40.7	3.4	20	60	40	34.75	47	37.3	44.1	8
SNS	10156	no.imputation	THL	43.4	3.02	27	60	43.5	40	47	40.38	46.42	8
SEA	100	no.imputation	THL	20.2	2.65	7	27	23.5	14.75	27	17.55	22.85	8
SEA	200	no.imputation	THL	20	2.44	7	33	20	14.75	25.25	17.56	22.44	8
SEA	500	no.imputation	THL	30.6	4.98	13	60	23.5	20	38.25	25.62	35.58	8
SEA	1000	no.imputation	THL	34.8	4.95	7	53	40	27	47	29.85	39.75	8
SEA	2000	no.imputation	THL	33.2	4.43	13	53	33	21.75	43.5	28.77	37.63	8
SEA	3000	no.imputation	THL	36.6	3.19	20	53	33	33	45.25	33.41	39.79	8
SEA	4000	no.imputation	THL	36.22	4.98	20	60	33	27	40	31.24	41.2	8
SEA	5000	no.imputation	THL	41.3	3.57	27	60	40	33	45.25	37.73	44.87	8
SEA	6000	no.imputation	THL	42.7	2.3	33	60	40	40	45.25	40.4	45	8
SEA	7000	no.imputation	THL	39.9	3.24	27	53	40	33	49.75	36.66	43.14	8
SEA	8000	no.imputation	THL	41.3	3.51	20	53	40	40	51.5	37.79	44.81	8
SEA	9000	no.imputation	THL	35.5	3.16	20	47	36.5	27	45.25	32.34	38.66	8
SEA	10156	no.imputation	THL	39.4	3.81	13	53	43.5	34.75	47	35.59	43.21	8
BOO	100	no.imputation	THL	22.5	3.2	13	40	20	13	31.5	19.3	25.7	8
BOO	200	no.imputation	THL	20	3.42	0	33	20	14.75	27	16.58	23.42	8
BOO	500	no.imputation	THL	27.9	2.78	13	40	30	27	33	25.12	30.68	8
BOO	1000	no.imputation	THL	34.1	4.02	20	60	30	27	40	30.08	38.12	8
BOO	2000	no.imputation	THL	36.2	3.35	20	47	36.5	27	47	32.85	39.55	8
BOO	3000	no.imputation	THL	40.6	3.47	27	53	40	33	51.5	37.13	44.07	8
BOO	4000	no.imputation	THL	41.33	4.12	20	60	40	33	53	37.21	45.45	8
BOO	5000	no.imputation	THL	43.2	3.6	27	60	43.5	33	53	39.6	46.8	8
BOO	6000	no.imputation	THL	42.6	2.88	33	60	40	34.75	47	39.72	45.48	8
BOO	7000	no.imputation	THL	44.1	3.64	27	67	47	34.75	47	40.46	47.74	8
BOO	8000	no.imputation	THL	41.4	3.15	27	60	43.5	33	47	38.25	44.55	8
BOO	9000	no.imputation	THL	44	3.61	27	67	40	40	51.5	40.39	47.61	8
